Складские остатки на дату;Код продукции ДКС;Количество;Базовая единица измерения ;Сумма с НДС ;Город;Адрес офиса продаж дистр.;Внутр. код офиса продаж дистр.;Срок доставки
29.05.2024;25219SR;300;шт;6,16;Краснодар;ул. Российская, д. 252;;0
29.05.2024;25219SR;1500;шт;6,16;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;25219SR;200;шт;6,16;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;25219SR;100;шт;6,16;Краснодар;;;0
29.05.2024;25219;79;шт;6,16;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;25219;160;шт;6,16;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;25219;100;шт;6,16;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MDR63N-1N2C25-A;12;шт;992,89;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MDR63N-1N2C25-A;19;шт;992,89;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MDR63N-1N2C25-A;4;шт;992,89;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;MDR63N-1N2C25-A;14;шт;992,89;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MDR63N-1N2C25-A;2;шт;992,89;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;MDR63N-1N2C25-A;14;шт;992,89;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MDR63N-1N2C25-A;41;шт;992,89;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MDR63N-1N2C25-A;6;шт;992,89;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MDR63N-1N2C25-A;7;шт;992,89;Краснодар;;;0
29.05.2024;CM020612;4;шт;5,63;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;CM020612;23;шт;5,63;Краснодар;ул. Российская, д. 252;;0
29.05.2024;CM020612;102;шт;5,63;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;CM110600;205;шт;1,75;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;CM110600;50;шт;1,75;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;CM110600;248;шт;1,75;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;CM110600;60;шт;1,75;Краснодар;ул. Российская, д. 252;;0
29.05.2024;CM110600;831;шт;1,75;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;CM110600;200;шт;1,75;Краснодар;;;0
29.05.2024;CM110800;50;шт;3,59;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;CM110800;89;шт;3,59;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;CM110800;79;шт;3,59;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;CM110800;100;шт;3,59;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;CM110800;69;шт;3,59;Краснодар;ул. Российская, д. 252;;0
29.05.2024;CM110800;674;шт;3,59;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;35512;48;м;216,7;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;CM200801;2;м;177,61;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;CM200801;1;м;177,61;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;CM200801;42;м;177,61;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;35252;82;м;436,4;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;CM400830;1;шт;25,51;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;CM400830;3;шт;25,51;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;CM400830;2;шт;25,51;Краснодар;ул. Российская, д. 252;;0
29.05.2024;CM400830;14;шт;25,51;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;25203;55;шт;0,67;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;25203;10;шт;0,67;Краснодар;ул. Российская, д. 252;;0
29.05.2024;25203;99;шт;0,67;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;25203;100;шт;0,67;Краснодар;;;0
29.05.2024;MD63-1C32-6;46;шт;436,31;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MD63-1C32-6;17;шт;436,31;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MD63-1C32-6;17;шт;436,31;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;MD63-1C32-6;8;шт;436,31;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MD63-1C32-6;7;шт;436,31;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;MD63-1C32-6;17;шт;436,31;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MD63-1C32-6;23;шт;436,31;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MD63-1C32-6;9;шт;436,31;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MD63-1C32-6;16;шт;436,31;Краснодар;;;0
29.05.2024;MD63N-2PC50;3;шт;1021,99;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MD63N-2PC50;7;шт;1021,99;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MD63N-2PC50;4;шт;1021,99;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;MD63N-2PC50;1;шт;1021,99;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MD63N-2PC50;6;шт;1021,99;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;MD63N-2PC50;5;шт;1021,99;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MD63N-2PC50;10;шт;1021,99;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MD63N-2PC50;2;шт;1021,99;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MD63N-2PC50;4;шт;1021,99;Краснодар;;;0
29.05.2024;MDL100-2P2-25-AC;4;шт;948,66;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MDL100-2P2-25-AC;6;шт;948,66;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MDL100-2P2-25-AC;3;шт;948,66;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;MDL100-2P2-25-AC;4;шт;948,66;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MDL100-2P2-25-AC;3;шт;948,66;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;MDL100-2P2-25-AC;6;шт;948,66;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MDL100-2P2-25-AC;31;шт;948,66;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MDL100-2P2-25-AC;2;шт;948,66;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MDL100-2P2-25-AC;4;шт;948,66;Краснодар;;;0
29.05.2024;84624;1;шт;3114,13;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;84624;1;шт;3114,13;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;84624;2;шт;3114,13;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;84624;4;шт;3114,13;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;84624;3;шт;3114,13;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;84624;2;шт;3114,13;Краснодар;ул. Российская, д. 252;;0
29.05.2024;84624;8;шт;3114,13;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;84624;2;шт;3114,13;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;84624;1;шт;3114,13;Краснодар;;;0
29.05.2024;CM100800;366;шт;5,63;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;CM100800;260;шт;5,63;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;CM100800;96;шт;5,63;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;CM100800;104;шт;5,63;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;CM100800;49;шт;5,63;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;CM100800;670;шт;5,63;Краснодар;ул. Российская, д. 252;;0
29.05.2024;CM100800;514;шт;5,63;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;CM100800;50;шт;5,63;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;CM100800;75;шт;5,63;Краснодар;;;0
29.05.2024;25205SR;100;шт;0,78;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;25205SR;100;шт;0,78;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;25205SR;100;шт;0,78;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;25205SR;280;шт;0,78;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;25205SR;200;шт;0,78;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;25205SR;200;шт;0,78;Краснодар;ул. Российская, д. 252;;0
29.05.2024;25205SR;800;шт;0,78;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;25205SR;100;шт;0,78;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;25205SR;100;шт;0,78;Краснодар;;;0
29.05.2024;MD63-3C25-6;4;шт;1482,55;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MD63-3C25-6;5;шт;1482,55;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MD63-3C25-6;2;шт;1482,55;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;MD63-3C25-6;9;шт;1482,55;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MD63-3C25-6;6;шт;1482,55;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;MD63-3C25-6;6;шт;1482,55;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MD63-3C25-6;38;шт;1482,55;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MD63-3C25-6;4;шт;1482,55;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MD63-3C25-6;3;шт;1482,55;Краснодар;;;0
29.05.2024;00873;5;шт;172,66;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;00873;2;шт;172,66;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;00873;3;шт;172,66;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;00873;4;шт;172,66;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;00873;3;шт;172,66;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;00873;2;шт;172,66;Краснодар;ул. Российская, д. 252;;0
29.05.2024;00873;8;шт;172,66;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;00873;9;шт;172,66;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;00873;4;шт;172,66;Краснодар;;;0
29.05.2024;59405;1;шт;630,99;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;59405;2;шт;630,99;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;59405;1;шт;630,99;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;59405;2;шт;630,99;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;59405;3;шт;630,99;Краснодар;ул. Российская, д. 252;;0
29.05.2024;59405;8;шт;630,99;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;59405;2;шт;630,99;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;59405;2;шт;630,99;Краснодар;;;0
29.05.2024;59410;2;шт;784,54;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;59410;2;шт;784,54;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;59410;2;шт;784,54;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;59410;1;шт;784,54;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;59410;2;шт;784,54;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;59410;4;шт;784,54;Краснодар;ул. Российская, д. 252;;0
29.05.2024;59410;5;шт;784,54;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;59410;3;шт;784,54;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;59410;1;шт;784,54;Краснодар;;;0
29.05.2024;00514;10;шт;124,74;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;00514;60;шт;124,74;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;00514;27;шт;124,74;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;00514;22;шт;124,74;Краснодар;ул. Российская, д. 252;;0
29.05.2024;00514;73;шт;124,74;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;00514;8;шт;124,74;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;00514;10;шт;124,74;Краснодар;;;0
29.05.2024;01738;11;шт;317,09;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;01738;6;шт;317,09;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;01738;2;шт;317,09;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;01738;7;шт;317,09;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;01738;2;шт;317,09;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;01738;4;шт;317,09;Краснодар;ул. Российская, д. 252;;0
29.05.2024;01738;8;шт;317,09;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;01738;2;шт;317,09;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;01738;2;шт;317,09;Краснодар;;;0
29.05.2024;00134RL;6;м;314,57;Краснодар;ул. Российская, д. 252;;0
29.05.2024;00134RL;26;м;314,57;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;36120K;10;уп;2746,26;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;BPM2930;39;м;735,65;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;53900;13;шт;250,65;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;53900;3;шт;250,65;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;53900;4;шт;250,65;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;53900;19;шт;250,65;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;53900;3;шт;250,65;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;53900;1;шт;250,65;Краснодар;ул. Российская, д. 252;;0
29.05.2024;53900;10;шт;250,65;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;53900;1;шт;250,65;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;53900;19;шт;250,65;Краснодар;;;0
29.05.2024;SPL3515;39;м;396,25;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;25214;69;шт;3,03;Краснодар;ул. Российская, д. 252;;0
29.05.2024;25214;50;шт;3,03;Краснодар;;;0
29.05.2024;MD63-1C20-6;8;шт;396,83;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MD63-1C20-6;24;шт;396,83;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MD63-1C20-6;8;шт;396,83;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;MD63-1C20-6;14;шт;396,83;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MD63-1C20-6;10;шт;396,83;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;MD63-1C20-6;19;шт;396,83;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MD63-1C20-6;63;шт;396,83;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MD63-1C20-6;22;шт;396,83;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MD63-1C20-6;11;шт;396,83;Краснодар;;;0
29.05.2024;R5ST0442;2;шт;7244,45;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;R5ST0442;1;шт;7244,45;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;R5ST0442;1;шт;7244,45;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;R5ST0442;2;шт;7244,45;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;R5ST0442;1;шт;7244,45;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;R5ST0442;1;шт;7244,45;Краснодар;ул. Российская, д. 252;;0
29.05.2024;R5ST0442;2;шт;7244,45;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;R5ST0442;2;шт;7244,45;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;R5ST0442;1;шт;7244,45;Краснодар;;;0
29.05.2024;MD63N-1PC25;32;шт;280,23;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MD63N-1PC25;54;шт;280,23;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MD63N-1PC25;19;шт;280,23;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;MD63N-1PC25;30;шт;280,23;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MD63N-1PC25;11;шт;280,23;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;MD63N-1PC25;34;шт;280,23;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MD63N-1PC25;102;шт;280,23;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MD63N-1PC25;27;шт;280,23;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MD63N-1PC25;29;шт;280,23;Краснодар;;;0
29.05.2024;MD63-2C16-6;4;шт;907,14;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MD63-2C16-6;2;шт;907,14;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MD63-2C16-6;3;шт;907,14;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;MD63-2C16-6;4;шт;907,14;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MD63-2C16-6;1;шт;907,14;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;MD63-2C16-6;5;шт;907,14;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MD63-2C16-6;4;шт;907,14;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MD63-2C16-6;4;шт;907,14;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MD63-2C16-6;3;шт;907,14;Краснодар;;;0
29.05.2024;MD63-1C1-6;3;шт;632,73;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MD63-1C1-6;8;шт;632,73;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MD63N-1PC32;23;шт;308,07;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MD63N-1PC32;3;шт;308,07;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MD63N-1PC32;8;шт;308,07;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;MD63N-1PC32;9;шт;308,07;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MD63N-1PC32;11;шт;308,07;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;MD63N-1PC32;10;шт;308,07;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MD63N-1PC32;8;шт;308,07;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MD63N-1PC32;12;шт;308,07;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MD63N-1PC32;7;шт;308,07;Краснодар;;;0
29.05.2024;MD63-1C40-6;3;шт;436,31;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MD63-1C40-6;17;шт;436,31;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MD63-1C40-6;5;шт;436,31;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;MD63-1C40-6;5;шт;436,31;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MD63-1C40-6;5;шт;436,31;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;MD63-1C40-6;5;шт;436,31;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MD63-1C40-6;31;шт;436,31;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MD63-1C40-6;4;шт;436,31;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MD63-1C40-6;2;шт;436,31;Краснодар;;;0
29.05.2024;MD63-2C63-6;6;шт;1447,05;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MD63-2C63-6;8;шт;1447,05;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MD63-2C63-6;22;шт;1447,05;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MD63N-2PC63;3;шт;1021,99;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MD63N-2PC63;2;шт;1021,99;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MD63N-2PC63;2;шт;1021,99;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;MD63N-2PC63;2;шт;1021,99;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MD63N-2PC63;6;шт;1021,99;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;MD63N-2PC63;6;шт;1021,99;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MD63N-2PC63;1;шт;1021,99;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MD63N-2PC63;2;шт;1021,99;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MD63N-2PC63;4;шт;1021,99;Краснодар;;;0
29.05.2024;MD63N-2PC40;4;шт;734,78;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MD63N-2PC40;2;шт;734,78;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MD63N-2PC40;1;шт;734,78;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;MD63N-2PC40;2;шт;734,78;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MD63N-2PC40;2;шт;734,78;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MD63N-2PC40;2;шт;734,78;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MD63N-2PC40;2;шт;734,78;Краснодар;;;0
29.05.2024;MD63-2C40-6;4;шт;1040,33;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MD63-2C40-6;11;шт;1040,33;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MD63-2C40-6;3;шт;1040,33;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MD63-2C40-6;2;шт;1040,33;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;MD63-2C40-6;8;шт;1040,33;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MD63-2C40-6;50;шт;1040,33;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MD63-2C40-6;7;шт;1040,33;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MD63-2C50-6;1;шт;1447,05;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MD63-2C50-6;6;шт;1447,05;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MD63-2C50-6;6;шт;1447,05;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MD63-2C50-6;6;шт;1447,05;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MD63-2C50-6;38;шт;1447,05;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MD63-2C50-6;2;шт;1447,05;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MD63N-3PC10;6;шт;938,96;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MD63N-3PC10;3;шт;938,96;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MD63N-3PC10;2;шт;938,96;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;MD63N-3PC10;4;шт;938,96;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MD63N-3PC10;4;шт;938,96;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;MD63N-3PC10;3;шт;938,96;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MD63N-3PC10;2;шт;938,96;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MD63N-3PC10;2;шт;938,96;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MD63N-3PC10;3;шт;938,96;Краснодар;;;0
29.05.2024;MD63-3C10-6;3;шт;1329,58;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MD63-3C10-6;2;шт;1329,58;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MD63-3C10-6;2;шт;1329,58;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MD63-3C10-6;3;шт;1329,58;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MD63-3C10-6;34;шт;1329,58;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MD63-3C10-6;1;шт;1329,58;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MD63N-1PC40;17;шт;308,07;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MD63N-1PC40;4;шт;308,07;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MD63N-1PC40;3;шт;308,07;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;MD63N-1PC40;5;шт;308,07;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MD63N-1PC40;12;шт;308,07;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;MD63N-1PC40;4;шт;308,07;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MD63N-1PC40;8;шт;308,07;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MD63N-1PC40;2;шт;308,07;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MD63N-1PC40;12;шт;308,07;Краснодар;;;0
29.05.2024;MD63N-1PC50;18;шт;450,37;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MD63N-1PC50;5;шт;450,37;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MD63N-1PC50;3;шт;450,37;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;MD63N-1PC50;4;шт;450,37;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MD63N-1PC50;4;шт;450,37;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;MD63N-1PC50;2;шт;450,37;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MD63N-1PC50;6;шт;450,37;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MD63N-1PC50;5;шт;450,37;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MD63N-1PC50;2;шт;450,37;Краснодар;;;0
29.05.2024;MD63N-1PC63;4;шт;450,37;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MD63N-1PC63;4;шт;450,37;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MD63N-1PC63;4;шт;450,37;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MD63N-1PC63;8;шт;450,37;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MD63N-1PC63;3;шт;450,37;Краснодар;;;0
29.05.2024;MD63-1C63-6;2;шт;637,68;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MD63-1C63-6;2;шт;637,68;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MD63-1C63-6;1;шт;637,68;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;MD63-1C63-6;3;шт;637,68;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MD63-1C63-6;2;шт;637,68;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;MD63-1C63-6;3;шт;637,68;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MD63-1C63-6;3;шт;637,68;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MD63-1C63-6;2;шт;637,68;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MD63N-2PC20;8;шт;681,81;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MD63N-2PC20;5;шт;681,81;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MD63N-2PC20;6;шт;681,81;Краснодар;;;0
