Складские остатки на дату;Код продукции ДКС;Количество;Базовая единица измерения ;Сумма с НДС ;Город;Адрес офиса продаж дистр.;Внутр. код офиса продаж дистр.;Срок доставки
22.09.2022;52900;4;;59,01;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;53000;24;;82,26;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;53000;22;;82,26;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;53000;27;;82,26;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;53000;39;;82,26;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;53000;23;;82,26;Краснодар;ул. Российская, д. 252;;0
22.09.2022;53000;227;;82,26;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;53100;14;;136,28;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;53100;3;;136,28;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;53100;4;;136,28;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;53100;20;;136,28;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;53100;9;;136,28;Краснодар;ул. Российская, д. 252;;0
22.09.2022;53100;101;;136,28;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;53200;8;;257,35;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;53200;10;;257,35;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;53200;110;;257,35;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;53200;2;;257,35;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;53200;25;;257,35;Краснодар;ул. Российская, д. 252;;0
22.09.2022;53200;40;;257,35;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;53200;1;;257,35;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;53300;6;;362,11;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;53300;2;;362,11;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;53300;3;;362,11;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;53300;36;;362,11;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;53300;10;;362,11;Краснодар;ул. Российская, д. 252;;0
22.09.2022;53300;5;;362,11;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;53300;2;;362,11;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;53400;29;;414,41;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;53400;10;;414,41;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;53400;13;;414,41;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;53400;12;;414,41;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;53400;11;;414,41;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;53400;26;;414,41;Краснодар;ул. Российская, д. 252;;0
22.09.2022;53400;471;;414,41;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;53400;13;;414,41;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;53400;10;;414,41;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;53900;14;;254,59;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;53900;9;;254,59;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;53900;14;;254,59;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;53900;13;;254,59;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;53900;1;;254,59;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;53900;1;;254,59;Краснодар;ул. Российская, д. 252;;0
22.09.2022;53900;82;;254,59;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;53900;21;;254,59;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;54000;3;;305,51;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;54000;18;;305,51;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;54000;4;;305,51;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;54000;6;;305,51;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;54000;74;;305,51;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;54300;4;;1546,67;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;54300;6;;1546,67;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;54300;6;;1546,67;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;54300;5;;1546,67;Краснодар;ул. Российская, д. 252;;0
22.09.2022;54300;4;;1546,67;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;BSP2104;2;;913,87;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;BSV2902;1;;1847,76;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;BST4160;2;;880,87;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;PASW2329N;120;;29,24;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;50920;8;;6,55;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;50925;4;;8,95;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;54640;2;;253,42;Краснодар;ул. Российская, д. 252;;0
22.09.2022;54740;2;;387,15;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;01333;14;;733,53;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;01333;14;;733,53;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;01333;14;;733,53;Краснодар;ул. Российская, д. 252;;0
22.09.2022;01333;22;;733,53;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;01333;4;;733,53;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;01333;2;;733,53;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;FC34247;7;;219,64;Краснодар;ул. Российская, д. 252;;0
22.09.2022;FC34247;1;;219,64;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;FC37004;200;;23,77;Краснодар;ул. Российская, д. 252;;0
22.09.2022;FC37302;3;;411,95;Краснодар;ул. Российская, д. 252;;0
22.09.2022;FC33834;5;;2381,34;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;CM070620;29;;29,72;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;AIR00070;6;;231,23;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;AIR00070;2;;231,23;Краснодар;ул. Российская, д. 252;;0
22.09.2022;AIR00070;6;;231,23;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;01331;16;;733,53;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;BMT1010;3;;644,36;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;BMT1010;21;;644,36;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;LG5000;30;;212,58;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;30266;1;;563,09;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;BMP1040;2;;364,53;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;BMS1040;2;;1360,58;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;170911;96;;926,52;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;PA612329F0;50;;285,98;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;11920;36;;112,38;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;11920;205;;112,38;Краснодар;ул. Российская, д. 252;;0
22.09.2022;11920;100;;112,38;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;11925;100;;156,26;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;11925;50;;156,26;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;11925;86;;156,26;Краснодар;ул. Российская, д. 252;;0
22.09.2022;57022;2;;104,68;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;04013;8;;225,82;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;03279;10;;106,75;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;03276;5;;137,01;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;03273;3;;137,01;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;03273;20;;137,01;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;03141;10;;284,65;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;03063;8;;301,96;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;03066;8;;303,03;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;03064;2;;327,76;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;54916;83;;8,81;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;54916;145;;8,81;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;54916;31;;8,81;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;54916;72;;8,81;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;54916;36;;8,81;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;54916;103;;8,81;Краснодар;ул. Российская, д. 252;;0
22.09.2022;54916;1501;;8,81;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;54916;56;;8,81;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;54916;72;;8,81;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;54925;45;;12,45;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;54925;76;;12,45;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;54925;154;;12,45;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;54925;98;;12,45;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;54925;33;;12,45;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;54925;44;;12,45;Краснодар;ул. Российская, д. 252;;0
22.09.2022;54925;869;;12,45;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;54925;24;;12,45;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;54925;63;;12,45;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;54932;20;;20,9;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;54932;48;;20,9;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;54932;135;;20,9;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;54932;42;;20,9;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;54932;12;;20,9;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;54932;62;;20,9;Краснодар;ул. Российская, д. 252;;0
22.09.2022;54932;189;;20,9;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;54932;47;;20,9;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;54940;46;;58,33;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;54940;9;;58,33;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;54940;11;;58,33;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;54940;39;;58,33;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;54940;8;;58,33;Краснодар;ул. Российская, д. 252;;0
22.09.2022;54940;81;;58,33;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;54940;5;;58,33;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;54950;26;;83;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;54950;19;;83;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;54950;7;;83;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;54950;14;;83;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;54950;10;;83;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;54963;2;;91,49;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;54963;43;;91,49;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;50516;107;;26,35;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;50516;72;;26,35;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;50516;138;;26,35;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;50516;80;;26,35;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;50516;10;;26,35;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;50516;93;;26,35;Краснодар;ул. Российская, д. 252;;0
22.09.2022;50516;712;;26,35;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;50516;41;;26,35;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;50516;91;;26,35;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;50432;40;;132,26;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;50432;22;;132,26;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;50432;39;;132,26;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;50432;72;;132,26;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;50432;15;;132,26;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;50432;27;;132,26;Краснодар;ул. Российская, д. 252;;0
22.09.2022;50432;92;;132,26;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;50432;4;;132,26;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;50432;22;;132,26;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;59405;3;;589,66;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;59405;1;;589,66;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;59405;3;;589,66;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;59405;3;;589,66;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;59405;2;;589,66;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;59405;1;;589,66;Краснодар;ул. Российская, д. 252;;0
22.09.2022;59405;4;;589,66;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;59405;3;;589,66;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;59405;2;;589,66;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;59410;3;;733,19;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;59410;3;;733,19;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;59410;1;;733,19;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;59410;5;;733,19;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;59410;1;;733,19;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;59410;1;;733,19;Краснодар;ул. Российская, д. 252;;0
22.09.2022;59410;10;;733,19;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;59410;1;;733,19;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;59410;2;;733,19;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;59415;3;;905,95;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;59415;4;;905,95;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;59415;2;;905,95;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;59415;4;;905,95;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;59415;1;;905,95;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;59415;1;;905,95;Краснодар;ул. Российская, д. 252;;0
22.09.2022;59415;6;;905,95;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;59415;3;;905,95;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;59415;2;;905,95;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;59420;3;;1417,54;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;59420;1;;1417,54;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;59420;2;;1417,54;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;59420;2;;1417,54;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;59420;4;;1417,54;Краснодар;ул. Российская, д. 252;;0
22.09.2022;59420;3;;1417,54;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;59420;2;;1417,54;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;59420;1;;1417,54;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;59425;8;;1801;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;59425;2;;1801;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;59425;5;;1801;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;59425;2;;1801;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;59425;2;;1801;Краснодар;ул. Российская, д. 252;;0
22.09.2022;59425;10;;1801;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;59425;2;;1801;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;59425;2;;1801;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;59430;5;;2106,37;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;59430;1;;2106,37;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;59430;2;;2106,37;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;59430;3;;2106,37;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;59430;1;;2106,37;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;59430;6;;2106,37;Краснодар;ул. Российская, д. 252;;0
22.09.2022;59430;6;;2106,37;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;59430;2;;2106,37;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;59430;2;;2106,37;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;04055;3;;301,43;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;04005;3;;1351,74;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;03263;12;;387,71;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;05913;7;;315,52;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;05916;1;;1200,14;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;05916;1;;1200,14;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;04026;4;;636,66;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;03244;3;;262,63;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;51120;250;;15,16;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;51120;80;;15,16;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;51120;23;;15,16;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;51120;1;;15,16;Краснодар;ул. Российская, д. 252;;0
22.09.2022;51120;589;;15,16;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;51125;4;;20,39;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;51125;551;;20,39;Краснодар;ул. Российская, д. 252;;0
22.09.2022;51125;75;;20,39;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;51040;174;;20,47;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;51040;141;;20,47;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;51040;141;;20,47;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;51040;112;;20,47;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;51040;12;;20,47;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;51040;66;;20,47;Краснодар;ул. Российская, д. 252;;0
22.09.2022;51040;626;;20,47;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;51040;80;;20,47;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;51040;212;;20,47;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;51050;43;;37,74;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;51050;142;;37,74;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;51050;25;;37,74;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;51050;38;;37,74;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;51050;65;;37,74;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;51050;154;;37,74;Краснодар;ул. Российская, д. 252;;0
22.09.2022;51050;872;;37,74;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;51050;100;;37,74;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;51020N;409;;5,33;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;51020N;151;;5,33;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;51020N;208;;5,33;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;51020N;801;;5,33;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;51020N;103;;5,33;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;51020N;407;;5,33;Краснодар;ул. Российская, д. 252;;0
22.09.2022;51020N;705;;5,33;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;51020N;125;;5,33;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;55114;40;;104,58;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;55122;8;;129,73;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;55125;5;;159,75;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;55125;2;;159,75;Краснодар;ул. Российская, д. 252;;0
22.09.2022;55140;9;;426,1;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;55150;2;;557,19;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;55025;32;;29,44;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;55025;19;;29,44;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;55025;11;;29,44;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;55025;7;;29,44;Краснодар;ул. Российская, д. 252;;0
22.09.2022;55232;10;;232,88;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;55232;9;;232,88;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;50216;108;;82,58;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;50216;151;;82,58;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;50216;98;;82,58;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;50216;2;;82,58;Краснодар;ул. Российская, д. 252;;0
22.09.2022;50216;170;;82,58;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;50216;80;;82,58;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;50220;28;;101,73;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;50220;69;;101,73;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;50220;45;;101,73;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;50220;9;;101,73;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;50220;9;;101,73;Краснодар;ул. Российская, д. 252;;0
22.09.2022;50220;112;;101,73;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;50220;8;;101,73;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;50225;28;;128,51;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;50225;44;;128,51;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;50225;29;;128,51;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;50225;32;;128,51;Краснодар;ул. Российская, д. 252;;0
22.09.2022;50225;172;;128,51;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;50232;2;;166,02;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;50232;50;;166,02;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;50240;1;;275,48;Краснодар;ул. Российская, д. 252;;0
22.09.2022;50240;19;;275,48;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;50116;16;;77,8;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;50116;27;;77,8;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;50116;17;;77,8;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;50116;32;;77,8;Краснодар;ул. Российская, д. 252;;0
22.09.2022;50116;112;;77,8;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;50116;9;;77,8;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;50440;8;;189,78;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;50440;10;;189,78;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;50440;5;;189,78;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;50440;13;;189,78;Краснодар;ул. Российская, д. 252;;0
22.09.2022;50440;86;;189,78;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;50616;89;;29,36;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;50616;70;;29,36;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;50616;89;;29,36;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;50616;33;;29,36;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;50616;36;;29,36;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;50616;106;;29,36;Краснодар;ул. Российская, д. 252;;0
22.09.2022;50616;247;;29,36;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;50616;37;;29,36;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;50625;66;;42;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;50625;42;;42;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;50625;58;;42;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;50625;39;;42;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;50625;7;;42;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;50625;16;;42;Краснодар;ул. Российская, д. 252;;0
22.09.2022;50625;195;;42;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;50625;14;;42;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;50632;3;;51,42;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;50632;45;;51,42;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;50632;4;;51,42;Краснодар;ул. Российская, д. 252;;0
22.09.2022;50632;85;;51,42;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;51132;803;;26,34;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;51132;109;;26,34;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;51132;673;;26,34;Краснодар;ул. Российская, д. 252;;0
22.09.2022;51132;99;;26,34;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;57116;1;;326,72;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;01782;18;;421,56;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;01782;22;;421,56;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;01782;26;;421,56;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;01782;12;;421,56;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;01782;8;;421,56;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;01782;8;;421,56;Краснодар;ул. Российская, д. 252;;0
22.09.2022;01782;174;;421,56;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;01782;8;;421,56;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;01782;24;;421,56;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;01786;22;;519,92;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;01786;12;;519,92;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;01786;22;;519,92;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;01786;51;;519,92;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;01786;10;;519,92;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;01786;8;;519,92;Краснодар;ул. Российская, д. 252;;0
22.09.2022;01786;110;;519,92;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;01786;8;;519,92;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;01790;2;;1489,66;Краснодар;ул. Текстильная, д. 9Б;;0
