Складские остатки на дату;Код продукции ДКС;Количество;Базовая единица измерения ;Сумма с НДС ;Город;Адрес офиса продаж дистр.;Внутр. код офиса продаж дистр.;Срок доставки
22.09.2022;53341;22;;12,31;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;53341;105;;12,31;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;53341;4;;12,31;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;53341;110;;12,31;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;53341;13;;12,31;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;53341;14;;12,31;Краснодар;ул. Российская, д. 252;;0
22.09.2022;53341;871;;12,31;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;53342;180;;13,29;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;53342;134;;13,29;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;53342;83;;13,29;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;53342;104;;13,29;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;53342;90;;13,29;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;53342;107;;13,29;Краснодар;ул. Российская, д. 252;;0
22.09.2022;53342;530;;13,29;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;53342;100;;13,29;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;53342;100;;13,29;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;53343;20;;13,29;Краснодар;ул. Российская, д. 252;;0
22.09.2022;53344;15;;16,68;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;53344;20;;16,68;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;53344;95;;16,68;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;53344;9;;16,68;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;53344;87;;16,68;Краснодар;ул. Российская, д. 252;;0
22.09.2022;53344;58;;16,68;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;53346;32;;31,74;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;53346;84;;31,74;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;53346;1;;31,74;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;53346;79;;31,74;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;53346;7;;31,74;Краснодар;ул. Российская, д. 252;;0
22.09.2022;53346;49;;31,74;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;53347;33;;30,99;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;53347;24;;30,99;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;53347;25;;30,99;Краснодар;ул. Российская, д. 252;;0
22.09.2022;53348;25;;37,14;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;53348;25;;37,14;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;53348;8;;37,14;Краснодар;ул. Российская, д. 252;;0
22.09.2022;53348;59;;37,14;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;00883;7;;43,97;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;00883;1;;43,97;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;00883;15;;43,97;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;00883;6;;43,97;Краснодар;ул. Российская, д. 252;;0
22.09.2022;00883;3;;43,97;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;00884;1;;53,54;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;00884;2;;53,54;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;00884;5;;53,54;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;00884;6;;53,54;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;00590;9;;68,32;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;00590;6;;68,32;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;00590;9;;68,32;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;00590;6;;68,32;Краснодар;ул. Российская, д. 252;;0
22.09.2022;00590;13;;68,32;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;00594;319;;50,6;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;00594;3;;50,6;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;00594;2;;50,6;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;00594;39;;50,6;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;00594;4;;50,6;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;00594;1;;50,6;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;00591;12;;75,04;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;00591;3;;75,04;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;00591;5;;75,04;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;00591;2;;75,04;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;00591;2;;75,04;Краснодар;ул. Российская, д. 252;;0
22.09.2022;00591;9;;75,04;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;00591;4;;75,04;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;00595;5;;62,42;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;00595;16;;62,42;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;00595;20;;62,42;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;00595;10;;62,42;Краснодар;ул. Российская, д. 252;;0
22.09.2022;00595;73;;62,42;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;00597;3;;94,47;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;00597;7;;94,47;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;00597;3;;94,47;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;00597;1;;94,47;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;02295;9;;277,13;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;02997;7;;263,4;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;04054;4;;489,32;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;01769;1;;5095,57;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;45021;2;;679,06;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;45021;9;;679,06;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;45021;8;;679,06;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;45021;7;;679,06;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;45021;6;;679,06;Краснодар;ул. Российская, д. 252;;0
22.09.2022;45021;5;;679,06;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;45021;4;;679,06;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;45017;12;;538;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;45017;2;;538;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;45017;7;;538;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;45017;10;;538;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;45017;7;;538;Краснодар;ул. Российская, д. 252;;0
22.09.2022;45017;14;;538;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;45017;5;;538;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;00406;8;;60;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;00406;7;;60;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;00406;3;;60;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;00406;2;;60;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;00406;5;;60;Краснодар;ул. Российская, д. 252;;0
22.09.2022;00406;12;;60;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;00406;2;;60;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;00403;7;;43,38;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;00403;2;;43,38;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;00403;3;;43,38;Краснодар;ул. Российская, д. 252;;0
22.09.2022;00403;12;;43,38;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;00396;4;;32,15;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;00396;2;;32,15;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;00396;5;;32,15;Краснодар;ул. Российская, д. 252;;0
22.09.2022;00397;37;;96,89;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;00397;18;;96,89;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;00397;19;;96,89;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;00397;4;;96,89;Краснодар;ул. Российская, д. 252;;0
22.09.2022;00397;16;;96,89;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;01705;86;;224;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;01705;14;;224;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;01705;1;;224;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;01705;5;;224;Краснодар;ул. Российская, д. 252;;0
22.09.2022;35515;14;;641,33;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;35525;3;;512,16;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;35525;48;;512,16;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;38005;16;;2287,63;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;53355;12;;13,74;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;53355;19;;13,74;Краснодар;ул. Российская, д. 252;;0
22.09.2022;53355;17;;13,74;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;53357;171;;17,38;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;53357;233;;17,38;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;53357;103;;17,38;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;53357;91;;17,38;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;53357;140;;17,38;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;53357;18;;17,38;Краснодар;ул. Российская, д. 252;;0
22.09.2022;53357;678;;17,38;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;53357;26;;17,38;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;71750;3;;117,93;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;71750;6;;117,93;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;71750;6;;117,93;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;03408;2;;887,94;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;03458;4;;894,63;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;BBL5030;1;;1074,42;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;BBL5030;34;;1074,42;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;BBL4030;43;;868,87;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;36085;1;;1216,23;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;36786;1;;1454,52;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;09500;10;;900,53;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;10002;12;;725,64;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;10123;2;;253,34;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;10123;2;;253,34;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;10123;1;;253,34;Краснодар;ул. Российская, д. 252;;0
22.09.2022;10123;1;;253,34;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;10033;13;;150,7;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;10033;9;;150,7;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;10033;10;;150,7;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;10033;7;;150,7;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;10033;17;;150,7;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;10033;5;;150,7;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;10242;2;;95,58;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;10242;4;;95,58;Краснодар;ул. Российская, д. 252;;0
22.09.2022;10242;5;;95,58;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;10245;2;;128,61;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;00084;8;;168,68;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;00104;19;;174,65;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;10363;1;;355,23;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;10343;7;;250,75;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;10343;5;;250,75;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;10343;1;;250,75;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;10343;3;;250,75;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;10343;8;;250,75;Краснодар;ул. Российская, д. 252;;0
22.09.2022;10343;2;;250,75;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;10343;2;;250,75;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;10053;23;;102,45;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;10053;22;;102,45;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;10053;4;;102,45;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;10053;10;;102,45;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;10053;11;;102,45;Краснодар;ул. Российская, д. 252;;0
22.09.2022;10053;34;;102,45;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;10053;2;;102,45;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;10063;8;;139,91;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;10043;14;;92,91;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;10043;13;;92,91;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;10043;13;;92,91;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;10043;13;;92,91;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;10043;2;;92,91;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;10043;7;;92,91;Краснодар;ул. Российская, д. 252;;0
22.09.2022;10043;24;;92,91;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;10043;2;;92,91;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;00564;2;;302,47;Краснодар;ул. Российская, д. 252;;0
22.09.2022;00564;3;;302,47;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;F00013;7;;126,33;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;F00013B;26;;110,75;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;F00011;4;;88,51;Краснодар;ул. Российская, д. 252;;0
22.09.2022;F00011;6;;88,51;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;45011;8;;418,96;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;45011;16;;418,96;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;45011;12;;418,96;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;45011;3;;418,96;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;45011;1;;418,96;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;45011;10;;418,96;Краснодар;ул. Российская, д. 252;;0
22.09.2022;45011;6;;418,96;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;45011;2;;418,96;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;45016;9;;45,66;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;45016;15;;45,66;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;45016;10;;45,66;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;45016;5;;45,66;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;45016;1;;45,66;Краснодар;ул. Российская, д. 252;;0
22.09.2022;45016;54;;45,66;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;45038;4;;399,98;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;45038;7;;399,98;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;45038;6;;399,98;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;45038;3;;399,98;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;45038;24;;399,98;Краснодар;ул. Российская, д. 252;;0
22.09.2022;45038;94;;399,98;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;45038;5;;399,98;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;45047;1;;1905,9;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;45057;3;;2738,76;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;45057;5;;2738,76;Краснодар;ул. Российская, д. 252;;0
22.09.2022;45057;7;;2738,76;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;45005;37;;513,41;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;45005;20;;513,41;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;45005;21;;513,41;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;45005;7;;513,41;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;45005;6;;513,41;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;45005;1;;513,41;Краснодар;ул. Российская, д. 252;;0
22.09.2022;45005;141;;513,41;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;45005;2;;513,41;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;45005;5;;513,41;Краснодар;ул. К. Россинского , д. 7;;0
22.09.2022;45015;2;;571,45;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;45015;2;;571,45;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;45015;4;;571,45;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;45015;6;;571,45;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;45015;13;;571,45;Краснодар;ул. Российская, д. 252;;0
22.09.2022;45015;14;;571,45;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;45015;2;;571,45;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;45025;2;;547,64;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;45025;2;;547,64;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;45025;2;;547,64;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;45025;2;;547,64;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;45025;10;;547,64;Краснодар;ул. Российская, д. 252;;0
22.09.2022;45025;11;;547,64;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;45025;2;;547,64;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;45037;1;;705,11;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;45037;2;;705,11;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;45037;5;;705,11;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;45037;1;;705,11;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;00868;4;;112,99;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;00868;3;;112,99;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;00868;6;;112,99;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;00868;1;;112,99;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;00577;5;;43,38;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;00577;2;;43,38;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;00577;4;;43,38;Краснодар;ул. Российская, д. 252;;0
22.09.2022;00577;11;;43,38;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;00580;3;;32,15;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;00580;1;;32,15;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;00580;6;;32,15;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;00580;1;;32,15;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;00580;5;;32,15;Краснодар;ул. Российская, д. 252;;0
22.09.2022;00580;15;;32,15;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;00578;10;;47,7;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;00578;1;;47,7;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;00578;6;;47,7;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;00578;8;;47,7;Краснодар;ул. Российская, д. 252;;0
22.09.2022;00578;38;;47,7;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;00578;3;;47,7;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;00581;2;;95,88;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;00581;18;;95,88;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;00581;9;;95,88;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;00581;6;;95,88;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;00579;7;;60;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;00579;5;;60;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;00579;4;;60;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;00579;2;;60;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;00579;8;;60;Краснодар;ул. Российская, д. 252;;0
22.09.2022;00579;22;;60;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;01706;2;;650,07;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;01706;1;;650,07;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;01706;1;;650,07;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;01706;1;;650,07;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;01706;2;;650,07;Краснодар;ул. Российская, д. 252;;0
22.09.2022;01706;1;;650,07;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;00425;1;;60;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;00425;2;;60;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;00425;2;;60;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;00425;2;;60;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;00425;5;;60;Краснодар;ул. Российская, д. 252;;0
22.09.2022;00425;17;;60;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;00425;2;;60;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;09507;4;;171,28;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;09552;1;;732,93;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;09551;8;;651,24;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;09501;12;;776;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;09501;16;;776;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;09501;8;;776;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;09509;10;;58,34;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;09509;10;;58,34;Краснодар;ул. Российская, д. 252;;0
22.09.2022;09509;20;;58,34;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;09503G;3;;936,6;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;00390;9;;43,38;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;00390;2;;43,38;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;00390;4;;43,38;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;00390;5;;43,38;Краснодар;ул. Российская, д. 252;;0
22.09.2022;00390;12;;43,38;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;00386;3;;32,15;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;00386;3;;32,15;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;00386;4;;32,15;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;00386;5;;32,15;Краснодар;ул. Российская, д. 252;;0
22.09.2022;00386;2;;32,15;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;00387;10;;96,89;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;00387;24;;96,89;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;00387;12;;96,89;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;00387;10;;96,89;Краснодар;ул. Российская, д. 252;;0
22.09.2022;00387;69;;96,89;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;00395;1;;60;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;00395;2;;60;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;00395;4;;60;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;00395;1;;60;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;00395;1;;60;Краснодар;ул. Российская, д. 252;;0
22.09.2022;00395;6;;60;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;01722;4;;624,14;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;01722;3;;624,14;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;01722;1;;624,14;Краснодар;ул. Солнечная, д. 25;;0
22.09.2022;01722;4;;624,14;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;01722;1;;624,14;Краснодар;ул. Уральская, д. 87;;0
22.09.2022;01722;1;;624,14;Краснодар;ул. Российская, д. 252;;0
22.09.2022;01722;12;;624,14;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;00414;7;;43,38;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;00414;4;;43,38;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;00414;4;;43,38;Краснодар;ул. Российская, д. 252;;0
22.09.2022;00414;9;;43,38;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;01738;1;;302,04;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;01738;4;;302,04;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;01738;5;;302,04;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;01738;1;;302,04;Краснодар;ул. Российская, д. 252;;0
22.09.2022;01738;10;;302,04;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;00407;5;;32,15;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;00407;4;;32,15;Краснодар;ул. Российская, д. 252;;0
22.09.2022;00407;2;;32,15;Краснодар;ул. Западный обход, д. 34;;0
22.09.2022;00408;20;;96,89;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;00408;8;;96,89;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;00408;36;;96,89;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;00408;10;;96,89;Краснодар;ул. Российская, д. 252;;0
22.09.2022;00408;129;;96,89;Краснодар;ул. Текстильная, д. 9Б;;0
22.09.2022;00405;31;;44,57;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;00405;6;;44,57;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;01753;9;;111,25;Краснодар;ул. Онежская, д. 60;;0
22.09.2022;01753;2;;111,25;Краснодар;ул. Кр. Партизан, д. 194;;0
22.09.2022;01753;2;;111,25;Краснодар;ул. Дзержинского, д. 98/3;;0
22.09.2022;01753;1;;111,25;Краснодар;ул. Российская, д. 252;;0
22.09.2022;01753;5;;111,25;Краснодар;ул. Текстильная, д. 9Б;;0
